starttime	seconds	ctime	dtime	ttime	wait
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:38 2018	1539279278	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:38 2018	1539279278	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:38 2018	1539279278	0	21	21	21
Thu Oct 11 13:34:38 2018	1539279278	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:38 2018	1539279278	0	21	21	21
Thu Oct 11 13:34:40 2018	1539279280	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:40 2018	1539279280	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:38 2018	1539279278	0	21	21	21
Thu Oct 11 13:34:40 2018	1539279280	0	21	21	21
Thu Oct 11 13:34:40 2018	1539279280	0	21	21	21
Thu Oct 11 13:34:40 2018	1539279280	0	21	21	21
Thu Oct 11 13:34:38 2018	1539279278	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:40 2018	1539279280	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:38 2018	1539279278	0	21	21	21
Thu Oct 11 13:34:38 2018	1539279278	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:38 2018	1539279278	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:38 2018	1539279278	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:40 2018	1539279280	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:38 2018	1539279278	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:38 2018	1539279278	0	21	21	21
Thu Oct 11 13:34:38 2018	1539279278	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:38 2018	1539279278	0	21	21	21
Thu Oct 11 13:34:38 2018	1539279278	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:38 2018	1539279278	0	21	21	21
Thu Oct 11 13:34:40 2018	1539279280	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:40 2018	1539279280	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:38 2018	1539279278	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:40 2018	1539279280	0	21	21	21
Thu Oct 11 13:34:38 2018	1539279278	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:40 2018	1539279280	0	21	21	21
Thu Oct 11 13:34:38 2018	1539279278	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:40 2018	1539279280	0	21	21	21
Thu Oct 11 13:34:38 2018	1539279278	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:38 2018	1539279278	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:38 2018	1539279278	0	21	21	21
Thu Oct 11 13:34:38 2018	1539279278	0	21	21	21
Thu Oct 11 13:34:38 2018	1539279278	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:38 2018	1539279278	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:38 2018	1539279278	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:38 2018	1539279278	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:38 2018	1539279278	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:38 2018	1539279278	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:40 2018	1539279280	0	21	21	21
Thu Oct 11 13:34:38 2018	1539279278	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:40 2018	1539279280	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:38 2018	1539279278	0	21	21	21
Thu Oct 11 13:34:38 2018	1539279278	0	21	21	21
Thu Oct 11 13:34:38 2018	1539279278	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:40 2018	1539279280	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	21	21
Thu Oct 11 13:34:38 2018	1539279278	0	21	22	21
Thu Oct 11 13:34:38 2018	1539279278	0	21	22	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	22	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	22	21
Thu Oct 11 13:34:40 2018	1539279280	0	21	22	21
Thu Oct 11 13:34:38 2018	1539279278	0	21	22	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	22	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	22	21
Thu Oct 11 13:34:38 2018	1539279278	0	21	22	21
Thu Oct 11 13:34:39 2018	1539279279	0	21	22	21
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	21
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	21
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	21
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	21
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	21
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	21
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:40 2018	1539279280	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	21
Thu Oct 11 13:34:40 2018	1539279280	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	21
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:40 2018	1539279280	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:40 2018	1539279280	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:40 2018	1539279280	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:40 2018	1539279280	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:40 2018	1539279280	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:38 2018	1539279278	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	22	22	22
Thu Oct 11 13:34:39 2018	1539279279	0	23	23	22
Thu Oct 11 13:34:38 2018	1539279278	0	23	23	23
Thu Oct 11 13:34:39 2018	1539279279	0	23	23	23
Thu Oct 11 13:34:38 2018	1539279278	0	23	23	23
Thu Oct 11 13:34:39 2018	1539279279	0	23	23	23
Thu Oct 11 13:34:39 2018	1539279279	0	23	23	23
Thu Oct 11 13:34:39 2018	1539279279	0	23	23	23
Thu Oct 11 13:34:38 2018	1539279278	0	23	23	23
Thu Oct 11 13:34:38 2018	1539279278	0	23	23	23
Thu Oct 11 13:34:39 2018	1539279279	0	23	23	23
Thu Oct 11 13:34:38 2018	1539279278	0	23	23	23
Thu Oct 11 13:34:39 2018	1539279279	0	23	23	23
Thu Oct 11 13:34:39 2018	1539279279	0	23	23	23
Thu Oct 11 13:34:38 2018	1539279278	0	23	24	23
Thu Oct 11 13:34:39 2018	1539279279	0	24	24	24
Thu Oct 11 13:34:38 2018	1539279278	0	24	24	24
Thu Oct 11 13:34:39 2018	1539279279	0	24	24	24
Thu Oct 11 13:34:39 2018	1539279279	0	24	24	24
Thu Oct 11 13:34:39 2018	1539279279	0	24	24	24
Thu Oct 11 13:34:38 2018	1539279278	0	24	24	24
Thu Oct 11 13:34:39 2018	1539279279	0	24	24	24
Thu Oct 11 13:34:39 2018	1539279279	0	24	24	24
Thu Oct 11 13:34:39 2018	1539279279	0	24	24	24
Thu Oct 11 13:34:39 2018	1539279279	0	24	24	24
Thu Oct 11 13:34:39 2018	1539279279	0	24	24	24
Thu Oct 11 13:34:39 2018	1539279279	0	24	24	24
Thu Oct 11 13:34:38 2018	1539279278	0	24	25	24
Thu Oct 11 13:34:38 2018	1539279278	0	25	25	25
Thu Oct 11 13:34:39 2018	1539279279	0	25	25	25
Thu Oct 11 13:34:39 2018	1539279279	0	25	25	25
Thu Oct 11 13:34:39 2018	1539279279	0	25	25	25
Thu Oct 11 13:34:38 2018	1539279278	0	25	25	25
Thu Oct 11 13:34:39 2018	1539279279	0	25	25	25
Thu Oct 11 13:34:39 2018	1539279279	0	25	25	25
Thu Oct 11 13:34:38 2018	1539279278	0	25	25	25
Thu Oct 11 13:34:39 2018	1539279279	0	25	25	25
Thu Oct 11 13:34:39 2018	1539279279	0	25	25	25
Thu Oct 11 13:34:38 2018	1539279278	0	25	25	25
Thu Oct 11 13:34:38 2018	1539279278	0	25	25	25
Thu Oct 11 13:34:38 2018	1539279278	0	25	25	25
Thu Oct 11 13:34:39 2018	1539279279	0	25	25	25
Thu Oct 11 13:34:39 2018	1539279279	0	25	25	25
Thu Oct 11 13:34:38 2018	1539279278	0	25	25	25
Thu Oct 11 13:34:38 2018	1539279278	0	25	25	25
Thu Oct 11 13:34:39 2018	1539279279	0	25	25	25
Thu Oct 11 13:34:39 2018	1539279279	0	25	25	25
Thu Oct 11 13:34:39 2018	1539279279	0	25	25	25
Thu Oct 11 13:34:39 2018	1539279279	0	25	25	25
Thu Oct 11 13:34:38 2018	1539279278	0	25	25	25
Thu Oct 11 13:34:39 2018	1539279279	0	25	25	25
Thu Oct 11 13:34:38 2018	1539279278	0	26	26	25
Thu Oct 11 13:34:38 2018	1539279278	0	26	26	26
Thu Oct 11 13:34:38 2018	1539279278	0	26	26	26
Thu Oct 11 13:34:38 2018	1539279278	0	26	26	26
Thu Oct 11 13:34:38 2018	1539279278	0	26	26	26
Thu Oct 11 13:34:38 2018	1539279278	0	26	26	26
Thu Oct 11 13:34:38 2018	1539279278	0	26	26	26
Thu Oct 11 13:34:39 2018	1539279279	0	26	26	26
Thu Oct 11 13:34:38 2018	1539279278	0	26	26	26
Thu Oct 11 13:34:38 2018	1539279278	0	26	26	26
Thu Oct 11 13:34:39 2018	1539279279	0	26	26	26
Thu Oct 11 13:34:39 2018	1539279279	0	26	26	26
Thu Oct 11 13:34:39 2018	1539279279	0	26	26	26
Thu Oct 11 13:34:39 2018	1539279279	0	26	26	26
Thu Oct 11 13:34:38 2018	1539279278	0	26	26	26
Thu Oct 11 13:34:38 2018	1539279278	0	26	26	26
Thu Oct 11 13:34:38 2018	1539279278	0	26	26	26
Thu Oct 11 13:34:38 2018	1539279278	0	26	26	26
Thu Oct 11 13:34:38 2018	1539279278	0	26	26	26
Thu Oct 11 13:34:38 2018	1539279278	0	27	27	26
Thu Oct 11 13:34:39 2018	1539279279	0	27	27	27
Thu Oct 11 13:34:38 2018	1539279278	0	27	27	27
Thu Oct 11 13:34:38 2018	1539279278	0	28	28	28
Thu Oct 11 13:34:38 2018	1539279278	0	28	28	28
Thu Oct 11 13:34:39 2018	1539279279	0	28	28	28
Thu Oct 11 13:34:39 2018	1539279279	0	29	29	29
Thu Oct 11 13:34:38 2018	1539279278	0	29	29	29
Thu Oct 11 13:34:38 2018	1539279278	0	30	30	30
Thu Oct 11 13:34:38 2018	1539279278	0	30	30	30
Thu Oct 11 13:34:38 2018	1539279278	0	30	30	30
Thu Oct 11 13:34:38 2018	1539279278	0	31	31	31
Thu Oct 11 13:34:38 2018	1539279278	0	32	32	32
Thu Oct 11 13:34:38 2018	1539279278	0	33	33	33
Thu Oct 11 13:34:38 2018	1539279278	0	34	35	34
Thu Oct 11 13:34:38 2018	1539279278	0	34	35	34
Thu Oct 11 13:34:38 2018	1539279278	0	35	35	35
Thu Oct 11 13:34:38 2018	1539279278	0	35	35	35
Thu Oct 11 13:34:38 2018	1539279278	0	37	37	37
Thu Oct 11 13:34:38 2018	1539279278	0	39	39	39
Thu Oct 11 13:34:38 2018	1539279278	0	39	40	39
